ModelName,CPUUsage,RAMUsage,Temperature,Voltage,DiskUsage,FanSpeed,ProblemDetected
Apple Pavilion 4875,36.9202456,25.50501073,39.30684227,17.06903993,85.12696744,1061,Overheating
Apple Galaxy 4534,83.4134485,78.38612921,68.68340971,13.55103906,54.69588536,4401,No Problem
Apple Surface 4073,51.5992162,56.39300749,50.63136922,13.05566039,96.71409469,4280,Memory Leak
Apple MacBook 5306,39.77159901,45.52985944,52.57689567,12.81311822,36.05415347,3699,Overheating
Apple Surface 5534,11.34849875,70.57938627,50.16060404,11.76177117,76.82960738,1382,Power Issue
Apple Satellite 6370,27.94075034,58.89389699,28.76346353,18.09510907,39.05307948,4669,Power Issue
Apple Aspire 6903,3.273793292,92.7236905,44.14769496,13.30902194,62.67268125,3421,Power Issue
Apple Aspire 9019,50.1994061,21.61229485,91.96011922,13.41639572,49.74680196,4022,Memory Leak
Apple ThinkPad 5506,42.27999417,38.39754989,65.42015485,17.48837383,8.437808551,3061,No Problem
Apple Vaio 5243,4.038394023,89.9760097,73.83682148,11.63907328,81.81804374,1715,Overheating
Apple ZenBook 7394,75.77853746,43.00098267,49.73236856,19.62281399,26.04307218,1060,No Problem
Apple Inspiron 6734,13.13419434,71.65505249,20.82958313,10.8143554,66.20923134,4173,Overheating
Apple Vaio 2697,67.26969039,36.4278003,56.03992497,11.92787156,6.575995464,4400,No Problem
Apple Inspiron 3284,34.58989158,83.70284252,87.66760974,10.78135304,79.9993736,3037,No Problem
Apple MacBook 5964,14.67248429,94.4391457,28.85475688,12.02959153,16.91953588,4546,Power Issue
Apple MacBook 6170,43.24370562,54.65911776,70.37489316,15.48639153,95.24620521,4751,Overheating
Apple Inspiron 5080,6.192970859,88.2053201,96.47032035,11.33029965,47.31369545,2373,Power Issue
Apple Galaxy 5606,45.01106878,54.06126197,80.79709856,18.19728973,18.68418156,4629,No Problem
Apple MacBook 1025,10.76516144,3.489558713,71.96823,14.09120991,94.44513432,4049,Overheating
Apple MacBook 1988,30.99369393,25.42276568,48.4676009,19.86258159,9.560495915,2527,No Problem
Apple Inspiron 9334,5.240118663,8.289813838,37.15914716,10.24155559,53.70357912,4935,No Problem
Apple ThinkPad 1621,62.81561822,20.18447675,56.77517656,14.84045966,19.20719905,3703,Memory Leak
Apple Satellite 7183,91.38517348,40.33016017,75.73992092,17.14559065,25.41788464,4152,Power Issue
Apple Galaxy 3634,35.01368088,66.66523574,67.04079802,12.3881837,30.26417142,2515,Overheating
Apple Vaio 5758,24.58614238,17.96924938,67.69806118,15.86872425,1.273103031,1164,Disk Failure
Apple Aspire 2087,81.76876032,99.13342731,53.51207789,10.08190324,92.32587219,2697,Power Issue
Apple Satellite 3988,56.15916386,24.25982626,44.83141889,15.39251202,46.18865551,1302,Power Issue
Apple MacBook 4400,13.68573348,24.24575121,39.26110985,16.19970949,71.43843462,1614,Overheating
Apple Vaio 2212,36.58135665,65.6707183,60.48005499,13.65433719,90.47336049,1328,No Problem
Apple Aspire 9347,39.16681275,16.36953002,23.48625722,10.64288307,97.46232773,3012,Power Issue
Apple ZenBook 8710,47.28440415,6.847425044,23.30721426,13.34822744,53.80896105,3694,Disk Failure
Apple MacBook 1525,95.70570556,23.16304631,75.28758883,10.86304143,73.71582057,1311,No Problem
Apple MacBook 3873,19.30073842,76.1313887,40.47088126,19.58548611,67.4436089,2153,Memory Leak
Apple ZenBook 9344,59.79054847,48.25908413,58.63218177,13.95874755,76.94579083,3702,Disk Failure
Apple Satellite 9525,8.078761138,55.85142128,56.02088529,15.89109849,16.41981535,2576,Memory Leak
Apple ThinkPad 9430,29.92093072,46.14320736,72.00064438,15.3075926,28.16582641,2112,Disk Failure
Apple Surface 8056,17.87560802,60.64779133,94.45719776,16.7104469,51.08314144,2157,Overheating
Apple ZenBook 1516,6.28674579,35.16319505,90.0669619,10.92927388,16.2135524,1113,Disk Failure
Apple Vaio 8704,98.91104424,2.425353146,34.69288927,18.547133,75.13840372,4113,Power Issue
Apple Galaxy 9561,94.97490541,76.03231019,30.04230393,12.07646322,85.51526427,2991,Overheating
Apple Galaxy 8778,96.55395168,12.78929897,97.37332373,19.52463659,86.25273797,2370,No Problem
Apple ZenBook 7204,61.12962967,16.89499925,56.52869835,10.9610618,90.53120451,2374,Memory Leak
Apple Aspire 9545,82.27792934,92.85178766,84.1638346,11.00831705,52.1068298,3678,Memory Leak
Apple Inspiron 9217,96.33908982,21.00450551,73.67508958,12.16832489,62.24830333,1187,Memory Leak
Apple MacBook 8530,15.36288921,6.894467741,83.18431914,16.41767807,79.92961304,4078,Power Issue
Apple ThinkPad 4605,56.70208721,71.37817203,34.74679155,11.09271332,87.61177862,2191,Memory Leak
Apple Pavilion 4631,96.8085689,78.83268208,74.88697549,10.93995278,25.09977883,2330,Disk Failure
Apple ThinkPad 8596,31.90506813,69.97837821,26.96721655,16.20235395,76.4963411,1823,Disk Failure
Apple Pavilion 2289,7.710118424,32.46318371,44.89949724,16.53442966,1.065495172,2717,Memory Leak
Apple MacBook 2232,27.23609742,39.46670476,91.23772126,12.85999389,29.6789945,1040,Overheating
Apple Pavilion 5794,62.44041587,72.69774598,54.99159764,15.39811382,95.62791633,4567,Memory Leak
Apple Galaxy 2739,41.47804366,32.64920356,89.18431434,15.68943299,29.07929205,3859,Memory Leak
Apple Galaxy 7690,19.0305388,0.718884704,24.63953021,19.82247332,19.70027644,1739,Overheating
Apple ThinkPad 9296,19.13789455,56.8062785,26.90098173,13.15049864,61.89129866,4196,Disk Failure
Apple Galaxy 2177,88.36908144,48.85336272,76.11322754,14.67241143,61.44334704,1010,No Problem
Apple ThinkPad 1175,89.97656913,36.79316862,36.88312961,19.66559766,28.58140839,3979,Overheating
Apple Inspiron 2104,29.86550193,22.86353943,63.76415737,12.96079858,50.03212584,2987,Power Issue
Apple Pavilion 3277,74.61910086,66.11160287,71.89480647,10.41941661,75.92541951,4761,Disk Failure
Apple Surface 5253,58.72203985,5.661742218,86.65861554,17.11040887,50.28059352,4593,Disk Failure
Apple Aspire 9480,63.89423684,43.00386405,20.38630942,15.61083829,40.26604572,2439,Memory Leak
Apple ZenBook 2464,92.27044605,72.49704292,49.92819074,10.06214732,51.32977796,3013,Memory Leak
Apple Galaxy 2762,71.22447555,60.62576337,93.66425627,19.88355632,83.41591614,2393,No Problem
Apple Surface 9187,63.37266004,10.65834113,20.82964932,14.38593621,61.79698152,4337,No Problem
Apple Inspiron 7947,89.93038362,14.61613996,68.68674738,17.75111351,0.981036883,2705,Memory Leak
Apple Inspiron 1756,91.15772823,69.33298735,76.51564184,16.3355874,94.94957357,3852,No Problem
Apple Vaio 8728,51.06930197,40.64551804,62.94391071,13.048535,54.92242757,1501,Memory Leak
Apple Inspiron 9562,65.99441809,53.85288681,79.78321556,17.23712047,47.2104546,3641,No Problem
Apple Galaxy 4385,25.63737829,95.99870852,28.11801486,19.09017428,94.80485171,2028,Disk Failure
Apple Vaio 5903,21.36633495,49.30512988,26.6669533,17.24571374,20.82238205,4286,Overheating
Apple Aspire 2802,72.29148917,57.94357865,68.31868514,15.27485705,27.33660855,3681,Overheating
Apple MacBook 7081,3.366424132,10.4671589,47.25204305,10.01015749,10.79304972,2504,Power Issue
Apple Inspiron 1534,21.75858208,90.87944446,96.11024802,13.7013406,38.60772066,2140,Disk Failure
Apple ZenBook 6106,40.91589066,33.15546001,69.10253942,17.83863399,48.39608627,3679,Power Issue
Apple Galaxy 4420,0.823919737,76.98099038,32.32464716,15.87738789,42.30509825,4111,Power Issue
Apple Inspiron 3048,21.79058246,24.22270291,91.74602783,12.51786208,12.63807996,2505,Overheating
Apple Inspiron 3338,53.84733265,84.7669144,74.70367452,13.13832245,83.09444586,4334,Memory Leak
Apple Vaio 3567,1.901281635,40.49761436,83.17005136,15.30581769,81.40976042,3456,Memory Leak
Apple Vaio 3275,2.757981171,60.89439567,95.3845859,16.90351383,3.431714669,3237,Memory Leak
Apple ThinkPad 7937,91.03773177,0.800529902,38.45398835,10.73611988,26.70146728,4325,Disk Failure
Apple Vaio 1040,76.06762411,13.11760645,42.88359065,18.26533724,86.13119757,4039,No Problem
Apple ThinkPad 4029,30.69690817,44.77670109,42.39358189,19.40895945,54.19846417,1396,Disk Failure
Apple Aspire 3973,77.47972083,57.26443226,34.02984136,19.28452859,65.20520823,4635,Memory Leak
Apple Vaio 7471,61.011429,35.29472545,72.12982352,13.36290208,6.355319483,4624,Disk Failure
Apple ThinkPad 1115,79.7356339,57.14141016,99.36791031,16.99482663,20.50894251,2422,Memory Leak
Apple MacBook 7583,21.93903796,67.21170732,95.40333498,13.27074736,46.4713025,3934,Memory Leak
Apple ThinkPad 5630,69.51723467,38.51534102,73.04467339,13.94382518,48.33463478,3911,Disk Failure
Apple Galaxy 7931,80.21488126,94.68970471,96.9192003,13.93411981,13.36563429,2660,Overheating
Apple ThinkPad 4505,32.30832844,45.4032617,27.43443359,10.72494577,47.64256683,4495,No Problem
Apple Vaio 4301,97.10323188,26.35983481,52.44840793,14.39239927,44.49808979,4359,Power Issue
Apple Surface 8518,14.07744059,2.56172433,52.51209168,19.78883952,72.84792301,2326,Memory Leak
Apple ThinkPad 8128,41.66794547,83.96388831,64.85124802,19.70774122,74.04055251,3027,Memory Leak
Apple Inspiron 8282,80.26178263,11.36960063,46.29472656,14.83800965,25.31352823,4343,Overheating
Apple ThinkPad 6997,91.67970668,68.22209233,98.9035531,18.08963564,92.73694752,3586,Power Issue
Apple Aspire 7748,43.79597658,67.99908918,30.35680266,16.77513726,75.09485063,2661,Disk Failure
Apple Inspiron 1274,60.74711402,71.40464736,90.74852747,13.51592472,99.87617288,2899,Disk Failure
Apple Galaxy 6518,97.69144431,48.10273775,86.54613547,15.88290343,50.6415152,2815,Memory Leak
Apple Pavilion 6402,62.3158088,52.11374884,54.42474206,13.8805194,40.12081538,2005,Disk Failure
Apple Satellite 9398,57.34237764,68.17175472,58.10113233,17.58261292,82.84288543,3556,No Problem
Apple Inspiron 2267,24.11641458,14.92685538,27.50657766,12.71422429,43.13031978,1671,Power Issue
Apple Vaio 9081,42.10935112,90.58631886,94.89833604,14.82709141,61.52667032,2055,Power Issue
Apple ZenBook 4118,92.51138125,78.60374352,43.30151338,13.69438205,19.00992938,2336,Power Issue
Apple Pavilion 7679,46.34482502,25.9053064,64.7369589,10.54099293,60.73304274,4379,Overheating
Apple ZenBook 3433,69.78773334,64.66868493,60.83980888,13.24101047,89.32016617,1851,Overheating
Apple ThinkPad 8819,91.78529057,94.02489523,85.90001417,11.79168953,18.86238108,3443,Disk Failure
Apple Surface 4675,28.68405731,21.6358519,57.47018268,18.66379224,35.14395468,3844,Disk Failure
Apple Inspiron 9756,61.74794393,41.14245228,24.2782795,17.86160762,22.63143416,3136,Power Issue
Apple Vaio 8893,39.37142702,92.79142806,83.47969227,11.72610522,20.91254802,1001,Memory Leak
Apple Galaxy 1895,34.04080881,56.08162151,29.73068532,14.02668197,49.07114675,2910,Power Issue
Apple Galaxy 9848,9.110314336,21.2444135,84.93057253,18.17456484,43.67376269,3996,Power Issue
Apple Galaxy 6889,54.83913548,85.23850239,93.22153778,16.8756084,43.70836971,3560,No Problem
Apple Aspire 9481,10.20181328,83.33016304,51.59309523,10.08429951,55.57229414,3993,Memory Leak
Apple MacBook 5568,10.95670791,40.48491122,45.43342773,17.54285348,53.43438083,1657,Power Issue
Apple Surface 8594,65.28676867,86.65136385,35.43632085,16.32057009,98.49671747,1837,Power Issue
Apple Aspire 3865,68.76952246,71.20285832,49.84513578,13.79822916,71.41009949,3607,Disk Failure
Apple ZenBook 2385,64.44885588,95.95231928,22.4762478,12.84801754,9.089367767,1891,Overheating
Apple MacBook 3829,5.12657838,36.9174458,27.18300671,12.21274268,96.42105139,2858,Overheating
Apple Pavilion 8701,94.08875647,58.0639849,37.75533134,16.72417285,91.05636955,3044,Power Issue
Apple Galaxy 8233,28.17326883,37.78722894,73.75020311,10.46915986,24.43433565,4026,Memory Leak
Apple MacBook 8497,34.52039896,93.4288888,88.98045099,18.30529136,55.09611539,4260,Power Issue
Apple Inspiron 6748,10.10843211,4.823352306,90.45521921,15.96481856,2.773652613,3947,Overheating
Apple Aspire 8689,87.13062071,39.91303941,41.35006253,17.76646457,19.35270077,1798,Overheating
Apple Satellite 8804,23.15478496,90.49276998,69.10268661,18.61531753,19.54354968,4128,No Problem
Apple ZenBook 9631,17.7661144,51.56398752,89.47412166,14.02456067,26.33255892,4466,Memory Leak
Apple MacBook 7230,51.69351581,81.11752531,48.06160662,14.40087971,55.62739064,3272,No Problem
Apple MacBook 6578,40.9193178,54.71958471,49.70183645,19.77329391,44.29138472,1904,Disk Failure
Apple Satellite 6340,3.88859138,34.03147233,30.16840183,11.19500905,85.62533841,4434,Power Issue
Apple MacBook 9068,32.49936016,99.11101391,22.40962127,10.20712905,3.0455937,3600,Power Issue
Apple ZenBook 4148,75.21770627,90.25108696,99.32990369,16.58374792,75.59262034,1469,Disk Failure
Apple MacBook 6051,66.72721929,63.29815124,89.34530108,18.02456809,43.97546835,2340,Power Issue
Apple Inspiron 9740,91.10036799,12.89737202,62.74978222,19.06341449,1.110679656,3026,Power Issue
Apple ThinkPad 3470,15.72131712,7.078323465,63.77918827,15.46832866,15.88560944,1372,Disk Failure
Apple Surface 1973,79.76905989,97.71789141,40.13117881,16.95754348,74.62714712,3630,Disk Failure
Apple MacBook 6612,6.517429013,61.84493855,67.4881739,19.4189752,15.94318445,3243,Power Issue
Apple MacBook 5612,54.06161318,88.04663016,88.94336732,17.92827618,13.5855879,4988,Power Issue
Apple MacBook 4166,4.634494967,3.990745458,55.65984846,19.99947766,5.208615028,2960,Memory Leak
Apple Aspire 8517,23.80433545,80.73487149,96.20677588,15.12158059,17.74334526,1361,No Problem
Apple MacBook 2802,63.19289399,8.219008869,39.85201524,17.44715054,93.74828711,4778,Memory Leak
Apple Surface 6744,34.88202552,63.94117856,58.22914548,13.49905511,36.61787161,4138,Disk Failure
Apple Vaio 4626,71.03902425,82.90113712,75.43453865,14.0863803,93.11814882,3917,Power Issue
Apple Vaio 1712,16.48315296,40.33539937,48.40115553,17.44871575,35.12946791,1160,No Problem
Apple Aspire 7625,66.76690975,88.75134863,30.88560376,15.74678577,73.15016053,4612,Memory Leak
Apple Aspire 6736,16.10032212,63.80008917,43.91930681,13.5980405,88.09391292,1941,Power Issue
Apple MacBook 8961,4.022531317,24.52614476,64.93846509,10.39738992,13.05053932,4676,Overheating
Apple ThinkPad 4449,49.55481809,37.37890869,74.07064944,15.22633617,39.44627868,3425,No Problem
Apple Inspiron 5038,15.97757645,94.50208602,67.36553044,11.35879566,97.2980715,2685,Power Issue
Apple Surface 3176,14.07909098,81.35112234,24.7365897,10.22658346,14.63819249,1134,Disk Failure
Apple MacBook 5383,53.98899931,13.70807888,48.01383119,15.47201836,55.97203935,3613,Memory Leak
Apple ThinkPad 8897,99.66660734,47.03667207,53.25235051,12.35123928,53.49845097,3360,Overheating
Apple Galaxy 4029,61.49048679,3.15737016,62.49715978,18.04538841,79.38135429,2744,Power Issue
Apple MacBook 2019,7.379630266,77.46415927,76.30747997,12.46171661,50.67838483,2955,No Problem
Apple MacBook 6261,27.10413003,80.45105125,90.80919401,17.22021273,13.37789815,1551,Overheating
Apple Vaio 7616,16.37771383,11.92488781,77.76648168,11.6732394,82.85669496,2677,No Problem
Apple ZenBook 3128,96.05771647,76.98403681,99.13044513,12.45739421,75.20071651,3489,No Problem
Apple ZenBook 6140,81.99374008,69.29403266,45.87789852,10.6458826,45.71117218,4796,Memory Leak
Apple ZenBook 7707,95.66547263,17.20826781,55.12909621,18.79667816,39.49118656,3744,Memory Leak
Apple Galaxy 6364,91.96746307,30.90167908,37.69058926,11.40097755,2.327151866,4850,Overheating
Apple ZenBook 3815,3.752403588,15.89986931,53.56876458,15.837204,50.43692836,2422,Disk Failure
Apple Satellite 3144,18.48845754,62.04760213,86.06152486,14.67362055,60.83520513,4278,Overheating
Apple Aspire 2470,67.91210785,29.52413398,50.10037783,15.53080426,79.71995756,1686,Memory Leak
Apple Galaxy 6570,0.236388237,70.58619817,85.35719312,19.21188389,36.17403119,3269,Power Issue
Apple Surface 4285,70.78888342,75.55559133,36.47710539,16.35208406,91.80652114,1739,Memory Leak
Apple ThinkPad 7447,0.642569201,82.23545893,46.82004562,17.28013457,0.344398922,2927,No Problem
Apple Pavilion 6983,38.88144952,45.12386347,74.08097712,16.26614272,87.20115733,2922,Disk Failure
Apple MacBook 7153,76.7376382,5.632017338,98.09309385,14.38162618,38.56379434,4651,No Problem
Apple Satellite 5608,87.28877239,64.92393986,51.61687416,14.87306244,29.16453671,1739,Disk Failure
Microsoft Galaxy 3364,62.21764555,79.52741813,94.21583195,13.96279095,81.88758611,2564,Disk Failure
Microsoft MacBook 4526,1.415231314,46.9439523,43.96288832,18.33798549,14.88418599,3546,Memory Leak
Microsoft Galaxy 2541,83.11244899,46.62988552,24.71478931,18.70912427,7.260695961,3775,Power Issue
Microsoft Surface 4358,25.7726769,42.59126067,92.55507998,10.87148334,79.74600852,4236,No Problem
Microsoft Satellite 9952,22.33924896,35.07201956,37.79585308,19.25877461,10.36571404,1139,Power Issue
Microsoft ThinkPad 2322,78.80947905,23.25500594,88.25234065,14.18366623,66.52771475,1833,Power Issue
Microsoft ThinkPad 4887,76.6924427,96.37424543,58.70074781,11.10705576,37.24993178,2383,Memory Leak
Microsoft Surface 1813,33.08358437,99.27888986,81.47894075,15.80203505,63.68297355,1110,Memory Leak
Microsoft ThinkPad 6559,29.06601589,52.80559888,61.33412808,17.27455745,43.61737673,3404,Memory Leak
Microsoft MacBook 9681,69.93112599,91.52425236,34.08856799,12.86379253,22.28148348,4349,Disk Failure
Microsoft ThinkPad 5192,89.25070006,12.55294284,91.03862054,19.45590169,92.38510917,2482,Overheating
Microsoft Vaio 5704,62.24818769,73.70955507,53.50446487,11.64675795,75.82371634,3073,Disk Failure
Microsoft MacBook 1937,99.44012805,51.40358217,21.32633005,17.09835428,99.75834869,4637,Memory Leak
Microsoft ThinkPad 7872,11.17196469,86.88755565,92.79304079,19.027387,46.08591735,2511,Disk Failure
Microsoft Galaxy 2817,18.15810779,83.21502866,75.83365075,16.50631727,6.535583365,4917,Memory Leak
Microsoft Pavilion 5176,4.692583068,4.488768486,89.9616945,19.15119557,68.53515462,3800,Memory Leak
Microsoft Pavilion 7418,48.40713319,40.80091592,21.78221359,16.34044617,37.11580989,4656,Overheating
Microsoft Aspire 5060,33.35262919,84.235848,53.36589982,12.67783797,57.62231543,2043,Disk Failure
Microsoft Surface 8177,76.5673288,17.94990873,78.02661918,18.27165177,79.50368366,4326,Overheating
Microsoft ZenBook 1969,32.78454047,30.62198748,93.40011125,15.96877298,73.68078204,1020,Overheating
Microsoft Pavilion 1126,6.417284103,9.884643478,24.07827777,18.52542176,48.98228015,1427,Power Issue
Microsoft Satellite 4616,2.013260301,97.56254016,75.05484469,10.35495489,63.55982794,1104,Memory Leak
Microsoft Vaio 1673,88.16202744,64.93900499,97.46677225,11.7186504,25.14099568,4970,No Problem
Microsoft Galaxy 4856,47.3891861,6.734769774,91.33596531,13.81786252,0.853822016,1873,Overheating
Microsoft Inspiron 2660,76.56625275,94.38634344,39.56227066,16.33665313,54.91058829,4010,Memory Leak
Microsoft Inspiron 8896,23.67535284,30.369692,25.85340934,10.45028941,1.927469562,1093,Memory Leak
Microsoft ThinkPad 5958,91.14469168,79.25885607,75.07178472,16.54777518,71.24029479,1823,Power Issue
Microsoft Satellite 3199,89.26925841,40.95495896,38.09859876,19.05611124,57.79591285,2767,Power Issue
Microsoft Satellite 8749,72.47974261,70.14888359,93.85726904,12.18896903,72.8853975,1830,Power Issue
Microsoft Surface 5846,57.00500751,9.924496507,58.95904013,19.4280215,95.72664663,3154,Overheating
Microsoft ThinkPad 2381,52.6037203,50.19221307,62.75642991,12.44747619,77.66725886,4165,No Problem
Microsoft Galaxy 9273,19.99970322,47.03823833,60.11363306,12.79086989,8.851643068,2433,No Problem
Microsoft MacBook 3456,32.37790551,54.85196227,35.70522432,12.40100593,44.66657003,4763,Overheating
Microsoft Surface 3490,14.79929412,74.88490472,41.76768601,18.15389283,79.68502447,3563,Overheating
Microsoft ZenBook 3725,78.56072722,14.31790903,61.92175673,17.462975,23.46242621,1066,No Problem
Microsoft Surface 8504,26.89975502,81.82407882,27.78360886,11.06768963,18.88725387,2753,Disk Failure
Microsoft Surface 3950,81.99296893,40.8843586,81.83244248,19.92645396,73.89906777,4941,No Problem
Microsoft MacBook 9078,39.50275668,33.00607919,62.56200925,13.88748798,77.92124712,3312,Disk Failure
Microsoft Pavilion 6842,46.0911373,65.60956059,54.3437507,13.89878991,82.98610242,1163,No Problem
Microsoft Satellite 3618,6.089822197,81.16584885,84.94163324,14.56733369,10.50086902,3158,Overheating
Microsoft Galaxy 3233,39.48524128,66.50567244,75.30819169,17.08258859,33.88397612,3787,No Problem
Microsoft Inspiron 2592,14.73572824,9.180253301,94.11655429,13.02920039,66.27943125,2909,Overheating
Microsoft MacBook 9260,20.61421733,43.72390619,53.58739306,11.17148668,30.98853835,4988,No Problem
Microsoft Satellite 7125,18.7113009,22.90771046,86.71857388,13.40883092,31.63957582,3697,Memory Leak
Microsoft Aspire 2339,84.76145931,77.21650465,85.77277836,18.82074428,77.66947058,1378,Power Issue
Microsoft ZenBook 5193,40.07917,54.00399658,78.11731354,19.96262937,79.34224907,4164,No Problem
Microsoft Pavilion 1510,31.56526532,36.13024345,36.4980248,12.24306766,9.335164382,4987,Memory Leak
Microsoft Surface 9165,97.71369778,88.94799769,24.39772931,18.72824069,34.78588167,1242,No Problem
Microsoft MacBook 1660,90.2107457,26.52931103,73.87120793,12.56689387,57.17290924,2161,No Problem
Microsoft MacBook 6654,19.66578669,12.88154679,92.4724625,12.25005172,48.30011538,3549,Overheating
Microsoft Surface 5050,99.81644083,74.65701231,74.87691478,10.03504106,27.29122543,1515,Memory Leak
Microsoft MacBook 8936,27.28076552,59.50990033,77.01861647,14.36197296,11.74590157,1845,Overheating
Microsoft ZenBook 7486,13.16746142,99.09521748,23.87474622,18.92417341,66.93328159,4717,Overheating
Microsoft ThinkPad 9732,63.27814698,99.30891475,79.3394792,18.99168808,16.4377671,2601,Overheating
Microsoft Vaio 2619,28.88016148,66.37308212,94.55768313,12.39731888,45.02599816,1294,Power Issue
Microsoft ThinkPad 1153,61.78339672,44.81535254,54.03905723,11.43148507,69.71659436,2094,Power Issue
Microsoft ThinkPad 4824,74.56025094,63.15992003,77.3863033,19.49551533,6.024900964,3481,No Problem
Microsoft Aspire 8092,96.35958919,16.41644789,74.71694289,14.53758923,41.40752586,3976,Disk Failure
Microsoft Inspiron 7479,2.041711237,93.91787966,42.42567736,10.64580325,65.85685489,3842,No Problem
Microsoft Pavilion 4004,91.2596143,62.78611725,78.85253325,16.65537877,31.01679156,1828,Power Issue
Microsoft Galaxy 7903,21.0646639,79.09966969,69.67640813,10.7450319,48.7361023,1305,Memory Leak
Microsoft ThinkPad 2557,80.59433064,30.84902578,28.05796902,10.24298448,10.46874824,4250,Overheating
Microsoft Surface 3397,9.629731212,63.98917391,36.0185185,12.35263972,1.80021957,3260,No Problem
Microsoft ThinkPad 5696,97.4615273,5.643583651,27.95035887,11.05464799,82.8594678,4396,Power Issue
Microsoft Inspiron 5378,91.8900939,87.83047464,62.41346789,17.83095148,51.71637212,3691,Memory Leak
Microsoft ThinkPad 2696,53.41805974,35.16128981,94.98796526,11.74972053,76.76023336,2202,No Problem
Microsoft MacBook 2862,6.151962541,42.76754811,99.55299821,14.52430439,50.59164736,2313,No Problem
Microsoft ThinkPad 5597,65.20428089,34.41539041,63.25697063,11.89161866,79.66468601,1224,Overheating
Microsoft Pavilion 5091,60.93376985,76.75584018,30.90496906,17.69294629,7.580568985,3418,Memory Leak
Microsoft ThinkPad 7054,55.50638163,40.00474314,56.5485464,14.0284921,58.78729239,4819,Disk Failure
Microsoft Inspiron 5458,48.08443769,84.47955344,35.69432849,17.43239781,75.32489355,4467,Memory Leak
Microsoft ZenBook 5410,38.69165325,3.887126732,21.648697,17.28651288,87.7179219,2708,Memory Leak
Microsoft Vaio 1566,87.94465537,60.99704,57.59892279,13.77473188,31.4241489,2928,Disk Failure
Microsoft Vaio 1260,6.959318783,92.67161599,36.95389937,15.46070785,18.03254959,3157,Disk Failure
Microsoft Inspiron 1170,23.93404783,42.0821635,78.41940629,11.77632603,17.08795997,2238,Disk Failure
Microsoft MacBook 6963,96.0764242,69.5528164,62.94793741,12.56055047,46.0698472,4198,Power Issue
Microsoft Galaxy 1399,68.08576201,90.97026621,47.00793071,17.92248918,70.3196956,1952,Memory Leak
Microsoft MacBook 6415,71.63292661,81.36008144,64.9842586,12.07748156,13.82114912,2713,Memory Leak
Microsoft Surface 2023,13.40694055,14.13707311,74.69898285,17.66431088,70.6382857,3047,Power Issue
Microsoft Pavilion 8859,48.46210712,20.95720636,34.87123481,10.67708396,63.63891972,2626,Overheating
Microsoft Satellite 1857,95.4144202,41.01718726,69.95886508,13.76196611,20.82882964,2153,Overheating
Microsoft MacBook 3234,48.51862657,24.6788777,88.29812566,11.06128398,62.16089605,2488,Overheating
Microsoft ZenBook 6490,11.39871054,90.95725168,37.73499946,17.57795422,8.595985144,4304,Overheating
Microsoft MacBook 2348,36.40291141,28.03082872,36.79579539,10.41733031,89.92674612,1834,Memory Leak
Microsoft Inspiron 8622,34.1122911,64.7711065,21.87391674,12.24658699,18.00229171,2295,Disk Failure
Microsoft Aspire 3519,72.44935529,10.74043784,94.95120675,17.85657282,41.20425805,2422,No Problem
Microsoft Inspiron 3623,72.14556703,54.66902179,33.36989747,15.30625957,88.99090667,1827,Disk Failure
Microsoft ZenBook 8257,3.435395381,99.15061496,39.43245142,10.04770414,1.716405078,1071,No Problem
Microsoft ZenBook 2580,48.76682679,18.67295364,74.21303804,17.8601011,81.14379437,1333,Memory Leak
Microsoft Aspire 2407,79.8764452,58.03848948,55.0932323,10.27361342,0.596448188,1602,Overheating
Microsoft Satellite 8083,62.32672917,42.32670962,66.06288953,12.19272391,72.04959783,2568,Power Issue
Microsoft ZenBook 8326,68.95959119,82.21862223,56.77336993,19.94112961,3.277503958,4251,Disk Failure
Microsoft ThinkPad 2519,58.57020954,45.55287619,45.50180677,15.35456621,12.14097726,1214,No Problem
Microsoft Aspire 6693,87.3694499,19.34897317,59.70983851,17.51998201,67.0346875,4073,Disk Failure
Microsoft Aspire 7399,23.86959689,86.6012312,78.2296577,17.55486333,9.606893879,1855,Power Issue
Microsoft Galaxy 8738,64.31087736,61.51419122,67.30512468,19.37868869,47.25033938,2672,Power Issue
Microsoft Pavilion 1841,75.90945081,40.03014409,59.7092901,12.88756402,37.31206783,3854,Overheating
Microsoft ThinkPad 2164,80.16693486,34.90480855,70.53838698,19.16243706,69.95278412,1686,No Problem
Microsoft Satellite 3569,71.72233227,57.20626442,25.78785925,16.9352342,95.03656527,1737,Disk Failure
Microsoft MacBook 4922,77.14351828,14.23715144,39.81711113,15.76128292,21.36881218,2045,Power Issue
Microsoft ZenBook 2477,6.503823706,1.188021702,51.29399739,16.73171758,47.70551731,2905,Memory Leak
Microsoft Inspiron 1232,70.70210686,61.82602095,46.34473197,12.37951759,5.105365204,1751,Disk Failure
Microsoft Vaio 2179,84.77180815,70.14244676,97.23356318,18.68139762,77.67326515,1037,Power Issue
Microsoft Vaio 3032,92.02910228,38.68458923,41.48141315,16.08357663,50.65507904,2523,Disk Failure
Microsoft ThinkPad 5741,32.53155558,97.47054858,99.9324722,18.35828643,18.66846149,4356,Overheating
Microsoft Aspire 4782,23.69011436,71.65141719,24.07852831,11.45187562,72.62207997,4016,Power Issue
